jobtitle,company,location,jobsummary,posted,datapulled,yearly_salary,id,coordinates
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",746,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",749,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",768,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",781,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",786,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",812,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",815,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",823,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",828,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",865,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",868,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Looking for an energetic self starter. No experience necessary. Passion for people and restaurants a must. Job Types: Full-time, Part-time Pay: From $20",3 days ago,22-01-10,"$41,600",874,"(33.34, -118.33)"
FedEx Delivery Driver Catalina Island $25/hr,TMV Trucking Inc,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",Just posted,22-01-10,None,626,"(33.38, -118.42)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA",Strong personal communication skills and basic technical skills including basic computer office programs. Candidate must be willing to live and work on Catalina,Today,22-01-10,None,628,"(33.38, -118.42)"
FedEx Delivery Driver Catalina Island $25/hr,TMV Trucking Inc,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",Just posted,22-01-10,None,635,"(33.38, -118.42)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",Today,22-01-10,None,637,"(33.38, -118.42)"
Part-time Guest Services Representative,Catalina Island Conservancy,"Santa Catalina Island, CA","Answer and direct calls not handled by auto attend system, including internal calls. Memorable experience for each and every person who calls or visits a",30+ days ago,22-01-10,None,640,"(33.38, -118.42)"
Airport Operations Assistant Manager,Catalina Island Conservancy,"Santa Catalina Island, CA",A valid driver's license with no major driving citation in the last 39 months is required for all driving. Preferred candidates will also have a current private,30+ days ago,22-01-10,None,641,"(33.38, -118.42)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",889,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",895,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",900,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",916,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",922,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Looking for an energetic self starter. Passion for people and restaurants a must. Job Types: Full-time, Part-time. Pay: From $20.00 per hour.",3 days ago,22-01-10,"$41,600",927,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",940,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Looking for an energetic self starter. Passion for people and restaurants a must. Job Types: Full-time, Part-time. Pay: From $20.00 per hour.",3 days ago,22-01-10,"$41,600",946,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",952,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",971,"(33.34, -118.33)"
FedEx Delivery Driver Catalina Island $25/hr,TMV Trucking Inc,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",Just posted,22-01-10,None,652,"(33.38, -118.42)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",Today,22-01-10,None,654,"(33.38, -118.42)"
FedEx Delivery Driver Catalina Island $25/hr,TMV Trucking Inc,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",Just posted,22-01-10,None,661,"(33.38, -118.42)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA",Strong personal communication skills and basic technical skills including basic computer office programs. Candidate must be willing to live and work on Catalina,Today,22-01-10,None,663,"(33.38, -118.42)"
FedEx Delivery Driver Catalina Island $25/hr,TMV Trucking Inc,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",Just posted,22-01-10,None,670,"(33.38, -118.42)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",Today,22-01-10,None,678,"(33.38, -118.42)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",976,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",994,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",1003,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",1007,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",1012,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",1030,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Looking for an energetic self starter. Passion for people and restaurants a must. Job Types: Full-time, Part-time. Pay: From $20.00 per hour.",3 days ago,22-01-10,"$41,600",1051,"(33.34, -118.33)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",1057,"(33.34, -118.33)"
Visitor Service Center Agent,Catalina Island Company,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",3 days ago,22-01-10,None,5,"(33.44, -118.50)"
Visitor Service Center Agent,Catalina Island Company,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",3 days ago,22-01-10,None,15,"(33.44, -118.50)"
Visitor Service Center Agent,Catalina Island Company,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",3 days ago,22-01-10,None,22,"(33.44, -118.50)"
Visitor Service Center Agent,Catalina Island Company,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",3 days ago,22-01-10,None,36,"(33.44, -118.50)"
Visitor Service Center Agent,Catalina Island Company,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",3 days ago,22-01-10,None,40,"(33.44, -118.50)"
Visitor Service Center Agent,Catalina Island Company,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",3 days ago,22-01-10,None,50,"(33.44, -118.50)"
Visitor Service Center Agent,Catalina Island Company,"Two Harbors, CA","Making Safari Bus and Cyclone reservations for guests. Agent must be able to answer questions in a professional, polite, and positive manner.",3 days ago,22-01-10,None,57,"(33.44, -118.50)"
Manager,MMW Hospitaly Corp,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",3 days ago,22-01-10,"$41,600",696,"(33.34, -118.33)"
